Model,Exp,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84
CMCC-ESM2,ssp370,1.0126198330108753,-0.5065240652905467,1.6430656098020433,0.032064148093774086,-2.2234615577900265,1.065376522150813,2.3321616464605825,0.8235183454022086,0.16690364237278038,0.799201058354088,-0.19168950729309522,2.2118985006737844,0.01732804327430888,0.32514348105243607,-0.10260363600013449,-0.24093844217122926,0.5768252452585849,0.0059563181753243,0.9908268584082123,-0.8876857234301047,-0.5031544499642712,-0.18096499558073872,1.4354152074064863,1.1668680249927987,1.1139159917119934,0.7288783769567638,-0.04967789496585006,0.5205575313602006,-0.6757047221746105,-0.027998438279460223,-0.28641645356502093,-0.7486753517009814,0.26196813840599087,0.42585003890491363,-0.08438693728500356,0.17578976493675721,-0.2905663025933488,0.18573195392508285,-0.9145095155345816,0.27753976731833474,-0.24413598964664188,0.1841464722030892,-0.08829608283547648,-0.34600009731794923,-0.2792393452146754,-0.223900158874352,-0.18651921825127327,-0.03020770119950362,0.13937634770715507,0.4176111977871463,0.17516381152667698,-0.04927143937031057,0.002986670590232454,-0.15003945678875003,0.1061811874681809,-0.007328679110830481,0.049059032001189884,0.22132296891924436,0.022050133950613716,0.002443442159989403,0.03062128157725773,0.023980766690122068,0.001350128896301069,-0.0887504416314047,0.02418955235317353,-0.08760792570723851,0.03890606468919733,0.08344239934047218,0.05413138191937846,0.04776237723383871,-0.0077771240783968765,0.057574287740086216,-0.05120258648605783,0.012621707688668393,0.07906221418543283,0.06203559601218863,-0.01049987142974179,-0.014473297620012256,0.03189765170506475,0.004222447319194659,0.0044820519903358,-0.007226084384779993,-0.008767851039072422,0.00021673930983355107
CMCC-ESM2,ssp585,6.177535089517059,-0.7355373255921565,-0.8924218685908948,-3.10111317389125,-1.3789685080975407,0.017749736493917513,3.240134930942076,1.2175828693532034,0.5923579496432505,1.9814564551132057,-0.8951637377963602,2.5657599835846923,0.07646906100478829,0.7473743604940639,1.1002180864881068,1.1832961099946684,0.6179584878597717,0.9533626890275575,-0.46565844800453365,0.9058549487044829,-0.3665405492977308,-0.11025330458231367,0.42439107633129225,0.4882687043529873,0.8335892289786172,-0.056824140984773966,0.5833855818389954,-0.9868621511441309,-0.7847217440620179,0.10369190180520997,-0.2480244863878349,-0.2985156243362396,-0.1805503731702027,-0.288538165982977,0.5569123492668572,0.3595374795744847,0.03722111957214367,-0.5083830571210827,-0.23995121608389122,0.0031627274199896014,0.20290723654086185,-0.0981620191221412,0.3478625058271994,0.24528813848301378,-0.019794306409101757,0.2790964027518041,-0.12744903804560723,-0.17937148768450628,-0.06076605118596886,0.0275244747428685,0.11156589772692722,0.35656024863747665,0.06555345725835147,-0.07446013526247058,0.24104930002721803,0.118804704461259,0.1253258931480994,-0.33053516939466193,-0.14790939037423456,-0.0071943615795428606,-0.11778855882993634,-0.10582318801052278,-0.1268740259440023,-0.005081794674082505,0.0970749304179126,0.0085714966646404,-0.027390625640744924,-0.058148702298210335,0.0010866656780476288,-0.027529461487303054,-0.04920964206945641,-0.047535819504324284,0.013403833818541537,0.0006684059788176694,-0.07762137147589243,-0.0014657056072425523,-0.05026776938612858,0.011556657760093549,0.0035761727113973133,0.022016355237680817,-0.010519586972573661,-0.015254772061606343,-0.006414206310762156,0.00572340121741329
CNRM-CM6-1-HR,ssp126,-3.7217013300101907,-1.8095011852180285,-1.256140232862806,-1.0677723546805498,2.277678600238506,1.1844821820348255,-2.098242098567763,-1.1328859992701645,1.175882823883407,-0.3495477340752984,1.0683847354053315,-0.249197393406403,-0.5839136515150183,0.2205033759948592,0.18646271124478903,-1.0245917591335694,0.3940317101404416,0.23225183095461943,-0.42738321239878874,0.49136799334731796,-0.5994567775949401,-0.16081339900666572,0.2494828852971832,-0.7641250778208601,-0.2397378548423467,0.709757509527275,-0.3914324467815902,0.34141432966805485,0.7318406730176737,-0.7908225725801316,-0.5843010222559911,0.09834224031284909,-0.3362760870499633,0.6284775501108689,-0.0729322161079552,0.425616437963333,-0.1891854105415855,-0.1172638173329631,-0.2655663570026536,-0.2738025228345518,0.3027312786749038,-0.6355216388665194,-0.42552825074642625,0.12271884607168206,0.5858967490330276,0.3662634751966059,-0.17600409482626797,-0.09630908199506982,0.2732887082537724,-0.11385717577706451,-0.11144444426306552,-0.14526660909928407,0.2744389673524149,-0.036354501887421196,0.048678043972797756,0.01668417758786356,0.02275740044969025,-0.10990655435412093,-0.04047348512280071,0.008493445387986239,0.07907209952990142,-0.13949064644776848,-0.13524601541126152,0.103632688166222,0.10697845151794007,-0.0477137529829811,-0.06371448539222228,0.004840185784985381,0.00025945172759055503,-0.037844015957458135,0.03470549254835059,-0.034978197263887637,-0.0015028211043693726,-0.0017637144250915503,0.017973470650499604,0.0027149078116055275,-0.035532081249562274,-0.045049835570985935,0.014182393539205867,-0.007679863862938451,0.0028094066883863687,0.018667256871858037,-0.009672600330412581,0.007784579695018305
CNRM-CM6-1-HR,ssp585,8.25086958557189,-5.961574675200638,0.5457691047714687,-1.6897792545864696,1.0451188465115857,2.56656235109597,-1.7580291944633004,0.055157456384336986,-1.1388955971314485,-1.0394753399890369,1.1830850621265032,-0.05591589632137306,-0.3511006097750377,2.2814274456475734,-1.0810502340524313,-0.536712245648093,1.173428462454869,-0.574018874932644,0.4666842764083192,0.5008030486352018,0.7164505418378825,-0.8786936165414908,0.5359546002014608,-0.8847314375331298,-0.05963179923758205,0.287011229633124,0.3314585154886444,0.6054871249736592,-0.44784078506223285,0.08735306386346832,-0.18066851347233973,-0.718966808180764,0.009217175380038883,0.799554081487387,-0.015767576700982548,0.6600540702697086,-0.5850629170196742,-0.023893539121997643,0.7986075503543018,-0.3385285594593674,0.5417378453112927,-0.005484221275713898,-0.17527002460694976,-0.1474098124223831,0.008368790737460451,0.02329722703154123,-0.18209035270480856,-0.040284748623462124,-0.1936942049218023,-0.08087750939186922,0.35988229022959833,-0.03217117167821251,-0.059439091701421566,0.09442703345540636,-0.17343091308816805,-0.20173928081097445,0.1425667563514223,0.1522401885235974,-0.1902329625771059,-0.09992917438103326,-0.2271511400277657,0.09819572394102674,0.09936833951318948,0.08653245438934086,-0.0068812639556805,0.0389444195961769,0.08342281833879577,-0.006052652309805025,0.014585695798845173,0.025184376719968534,0.014038340746748357,-0.05628357251363146,0.0006131205042005408,-0.04545806755488367,-0.04626925137979578,0.023353051510003574,0.007659145031369162,-0.0064437281539327625,-0.0019097186407816633,0.029091298432144096,-0.003910596999881419,-0.010257551589852027,0.003160091602698449,-0.0007849384185850192
CNRM-CM6-1,ssp126,-6.814186027200469,-1.2394272557112453,1.2164095931272443,0.5397936563885595,1.143819396444916,1.7243182335188816,1.6883400827861321,0.5172024830576005,0.26922213452335425,0.8543616805341088,-1.417879061959662,1.6552424935463281,0.13265087056064914,-1.932414218402892,-0.4990180585891769,-0.033623834367964164,0.6613195027891462,0.11984548524253102,-0.9953105073679225,-1.3268519994430092,-0.6122298288884169,-0.0885907032593002,0.29276205718328563,0.26146086845679445,-0.8708802275911679,-0.9311249471417951,-0.5930600416010454,0.657276246678494,1.1779576525201174,-0.24898376837113625,0.08543933263229707,0.41867204236385436,-0.3367780591395716,0.49914766593238946,0.2474825234487205,-0.028783533901850546,-0.24721883796917338,-0.0017016478348901105,0.37766646008504523,-0.3317431303168721,-0.2455418659894874,0.044921517269856395,-0.2892767097818888,-0.12675672738658264,-0.4530842185232072,0.10444293868963439,-0.1292252719019477,0.21767353410692586,0.19642691803405526,0.036842844413500705,-0.17426797903230273,-0.005837253604719812,-0.021628510733599438,0.0032297366786882,0.2061902217739284,0.1816759879110403,0.2697317421772198,-0.039719335913501554,0.11113283717003508,0.07316398682365167,-0.040923785806640446,-0.04677967427904427,0.011632544477684907,0.2265816814251385,-0.08635748893856374,-0.028737096542028016,0.034938574548257426,0.08462465913895241,-0.0808316557222202,-0.009694237742844105,0.05115594958794379,-0.016173621014929196,-0.0003854760165387666,-0.023996119315794016,-0.023141907751122844,0.05518668689271827,-0.017711631407821397,0.0626591761640321,0.0007956149357905914,0.004192787955517778,-0.028589773102473667,-0.012796775866363146,0.01707335685977933,0.009176851021124217
CNRM-CM6-1,ssp245,-2.857718232130535,-2.3787984831579068,1.4905002787702437,-0.07964282887450351,1.5847276824366114,2.7416048252926317,0.9732093552975124,1.1199522553573544,-1.2292082080442799,0.1825758537548945,0.43152812128423246,1.29948368636838,0.937658002420195,-1.765278970256673,-0.5840689079822724,-0.6660483525938744,0.049370201815995766,-1.3360127121987078,-0.5652186780495925,-0.02740480950971541,-1.1089753708880945,0.06673576043373519,-0.11915219134589054,-0.5706771132415307,0.22730069519683876,-0.967650418672496,0.21427012778606508,0.2771955824526321,-0.2956465437311141,-0.033747196886804526,-0.4048029128713213,0.5420900019478966,0.047713180765844555,0.16482626007597279,-0.014146045262328388,-0.16795823872722543,-0.07994555978100076,-0.30123475390516163,-0.09835299634777556,-0.026842829906678217,0.14922410334325423,0.10963374871722636,-0.007433056577441849,0.024219580808619003,0.3566199054668796,0.03197706806395322,0.21581618225993937,-0.27725487305591584,-0.5532018918703413,0.3010731057186926,0.14646930291980553,-0.2655112278224995,-0.17695614940598478,-0.08644788121738427,-0.18817002355071302,-0.09786243759748861,-0.008324118840601115,-0.1725300712145617,-0.06473999714103412,0.23559930871113946,0.03889574743546037,-0.029049331384877575,0.10931128098806918,0.09025772004818958,0.12371009042472421,0.027631365093586793,-0.031509389225838805,0.061387454103607055,0.03371177011645693,-0.04095667711305083,0.007486999698536464,0.02469804622704715,0.022013613185755447,0.053474260670640074,-0.03812339816703586,0.028135634087895774,-0.002457543374470717,-0.0028662968671141226,0.00746192822907878,0.001192393901616349,0.030013687231063693,6.512144328828782e-05,0.0057119127154677376,-0.010048672990844665
CNRM-CM6-1,ssp370,2.196810371362691,-3.854875993035051,2.736929802660685,1.0033843586665119,0.5478337603270849,3.2122171330582288,-0.9358927329424213,0.598239629082985,-2.2899279642318033,-0.47135618959156583,0.027315414041469845,0.6143386740136778,0.6850083511609285,-1.0678425797257551,-0.8091602563626521,-1.0247517763382816,0.5612604208385678,-0.84561340268799,1.0902493118689673,-0.7493258836181335,-1.0208159749989008,-0.15901971666313544,-0.44973373661592464,-0.011395487294359404,-0.6613519106947839,-0.725247289076157,0.5833986331353027,0.4791478044772507,-0.25431500200588075,0.46175405773039513,-0.041223500047766024,-0.3272432520991098,0.183885201898477,-0.3725850277397889,0.8350332548655232,-0.14902873547081968,-0.22791944669832961,0.10603862333914596,-0.021568702952791455,0.41228223506791134,0.08095533596920675,-0.4255714549319042,0.4520374297810899,0.10213820527203245,-0.19289880861322767,-0.27545352742827084,0.17545861353428727,0.05536428567751124,0.07924629867488621,-0.26302229520327114,-0.056357669380904786,0.14061926808582473,-0.1900615052237677,0.33766275834498344,-0.2086148591671686,-0.19538213290270448,-0.12146024614408657,-0.06371626946191138,0.20250880003915764,0.03655254774876521,-0.014638995200221498,0.011887257773803185,-0.1075090982290656,-0.16452226827104807,0.04983614008447482,-0.02441309363445744,-0.05641181543850993,-0.08260266340960022,-0.04242212532105034,0.046918605936117894,0.04761054735136333,0.007611510046886084,0.008826040412200871,0.019541476170868058,0.028151053207790246,0.00562423621911742,-0.020305392272690386,-0.02447133999068772,0.03212117746896973,-0.004387164478536158,-0.010464720043751288,0.007620549940117577,-0.019137891945228937,0.004548821289802998
CNRM-CM6-1,ssp585,6.529255010742053,-4.62557354995116,1.9919913875616377,2.278210687609765,0.8854905822050152,1.9889673547321591,0.2169213494072703,0.899985767369209,-1.80335746398741,-0.2274195865765034,-0.486826532515877,1.8732892270301533,1.5437137779135748,-1.582714860804187,0.4293843027735149,-0.2752959340300937,0.2538386350381379,-0.7412819833549357,-1.1361259485764421,-0.17187934372381483,1.108095816681855,-0.3681248273481784,0.09985840590137011,-0.13578730419010576,-0.35851148732822896,-0.8738018207192172,-0.09073102283197418,-0.26710936904189003,0.5668066442502888,-0.14482857860253165,1.1856626033369473,-0.021151834111411444,-0.027547886186789005,-0.06703624850702897,-0.08799401341930119,0.04399015348549439,-0.9912042157748366,0.03566668301711519,-0.2264531240988408,0.32154865774774094,0.2951299380469125,-0.45432316475824525,0.24417705607689308,0.20207471650034353,0.015306434675613094,-0.1804504341675078,0.09140287278387589,-0.07571721709810983,0.017968533561342915,-0.0124349337263149,-0.16099386193804155,0.1880962580223652,0.16193502313670188,-0.3308560347546516,0.3350933050721376,0.1290841037790609,-0.08459435722873741,0.054883746157191944,-0.0883899511464974,-0.034393714855852395,-0.028803321260657166,0.07129255082187659,-0.10932021376728852,-0.04091307140505878,-0.0021917278534781767,0.030897063170751998,0.015616650655128558,-0.007600844927050692,0.032342753783978884,-0.0055836881966773895,-0.004871263128480345,0.015715697113134405,-0.020443653357655918,0.005351717283207997,-0.0007808051447697143,-0.03694093293813409,0.01816493573528003,-0.028451802166641373,-0.0004031367987035426,0.007062982892432464,0.012489536916946018,0.013344630296818637,4.097255450884047e-05,-0.0044112248568944626
CNRM-ESM2-1,ssp119,-7.109067859600028,-0.7916196391702979,0.8928845638020992,0.8154952338716157,0.8916114204101753,1.644604208031122,-1.3694971607911846,0.4067309301396466,1.3866512987965751,-1.0831437573508413,1.456715112405442,-0.7166184687638741,-0.5522278362422482,-0.7297894204429451,0.2525807645757917,-0.5920773495714915,1.2363094466030669,0.5664483259161326,-0.3765448372250118,-0.42949197336817974,0.9933233194809359,0.2563126127748195,0.3686528446059522,0.3030903016160347,0.09667971351736313,-0.3089072166429333,-0.10064179760525338,0.09014105971546124,0.6425987150432841,0.19582208127849218,0.014651263150407087,-0.24007386449571502,0.692899723151716,0.40754540397663075,0.5366120263350608,-0.17846288166621516,0.005582156017843045,-0.4791411364801052,-0.5720274687057211,0.46965290663245607,-0.1522845277679284,0.8375709469108615,0.05754658677021384,0.3940201515170068,0.4773379779907737,-0.09371258021988772,-0.11441886071369521,0.32040851509325186,0.10409779909760714,-0.026562877667659596,0.11329959079219866,0.035369109607732624,-0.3145916584053746,0.16549993000650323,-0.06866959235948904,0.05986903210874019,-0.06120086140976872,-0.07438331909278056,-0.07404055251493682,-0.12554597550805852,0.11936373887355313,-0.002935356639604965,0.015557280372343527,0.09323443437198102,-0.023377664409870193,-0.1554793990740716,-0.08085604116040794,-0.06113211211325166,-0.025859552238524548,0.03445881065317267,0.02089071942225857,0.04340303071088302,0.07899034811369117,-0.03922221083905943,-0.02448945220464777,-0.021828213177000545,-0.02113124206850377,0.004579577455009805,-0.014223376885561691,0.018488786858946466,0.014340713841303015,-0.008477395031584442,0.012666197455826407,-0.012309376718650419
CNRM-ESM2-1,ssp126,-6.790898809657582,-2.2630137834559227,-0.9891167350266376,0.5514169271017031,0.0959311774590561,1.7243837011723948,0.7086766375013309,-0.13594775818939164,2.77830331539267,-1.206132429318167,0.10479006540079769,-0.8975913016311805,-1.0634763345594658,0.055978862496464665,2.7551573623712584,-1.017730964873563,0.612398048937036,0.5100569152260886,1.1752125978790597,-0.45701372381977096,-0.5814322279622373,-0.1915901385868297,0.2575245207396576,-0.17105790903933724,-1.2584611935838392,-0.015039641190869327,-0.33578450756303224,1.0422141841273285,-0.33813213156463606,-0.6596908935079979,0.06425443212206343,-0.09824107649006446,-0.0219474654360886,0.05542714866628661,0.13813567946232982,0.2049660025877317,0.23656842166520842,-0.13111980350139585,-0.050645676678276214,-0.5296019417001044,0.17400453010593472,0.0849620265163064,0.2295037581343828,0.09057648359894056,0.13621516413527318,-0.1350219966263458,0.06371101382697936,0.17909192349149566,-0.08132272902529301,0.16281181753308172,0.39879348951189614,-0.31495502236667455,-0.10837489824730122,-0.014275996038596523,0.08215550348559285,0.24385787891925564,-0.0607332631655763,-0.07828048106101643,-0.03633012830661089,-0.0899437455612681,0.024367831316422287,0.043462604669143846,-0.111912131137804,-0.15461453852527485,-0.02270308355538705,0.026304804534432024,0.049747440842552684,0.039084353162925,0.001952560895241071,-0.03948987684388794,-0.09062711666297746,-0.007315276470785036,-0.025910188640664168,0.09246243263494691,-0.007783490055701555,0.003395753814507398,0.008862841293908583,0.023361826997441323,0.004433049445917328,-0.044294912516836454,-0.010014669705326442,-0.002312477665301916,-0.011194819473546204,0.0014975466149481703
CNRM-ESM2-1,ssp245,-0.5401220303748612,-3.8203350690693907,-0.5889842196146261,1.5614214122655867,1.7980889263470143,1.7348223477081393,-0.6546513054226725,2.064088374192197,-0.3862191175106675,-0.05818882501323011,-0.37365374022308284,0.014500284490694888,-0.16035819975938473,0.8724961814062953,1.2966758989164642,-1.0837036751296025,0.9323008808305995,0.5646950031355372,0.07779498361800963,0.4774658079337809,0.8766472083097279,-0.1859608373723635,-0.22944323241368603,0.3575583454806856,0.1951791018783427,0.46566299865606237,-0.17769235501076508,-0.8653723252828299,1.0178151996129556,0.2800117416539582,0.06579012067202197,-0.16265313395485892,0.14000565034030066,0.32963913682319984,0.4508566869371897,0.059426361139870994,0.6224303049864781,-0.3627150888925542,0.1387617278150815,-0.7832615156329457,-0.13909345765146458,-0.007649368020157452,0.2663228573248184,-0.012542249621282793,-0.6823835286968254,0.06827914611861403,0.03608954293914295,0.15695356109380665,-0.20236404447546372,-0.012282029036870295,-0.3315390638858569,0.15384025848771948,0.06454674632294555,-0.32414475318537644,0.041034636529086996,-0.07969700095407446,-0.09021799950836779,0.260727187505352,0.03051088653378144,-0.06274835975700331,0.15225434808313168,-0.016169880345221866,-0.03595346667511872,-0.11297546752106695,0.06673058842684115,-0.08947902843632294,0.12984089364615312,-0.03291421440315222,-0.005637575731831694,-0.006080090352072223,0.03051669807595313,6.689009586464083e-05,0.0005106088788947353,-0.0051483802388564304,-0.04043947528641803,-0.03743272089288067,-0.005333697226305424,-0.005803420427689323,-0.0015798459107995216,-0.02197197142858411,-0.013365508592751733,-0.017940233770967318,-0.011563871735588496,-0.016213009175260796
CNRM-ESM2-1,ssp370,1.3067065081077667,-3.248899051504872,0.5527745439232871,1.1479052408305874,0.6226757997059005,2.282768119432811,-1.981785253773274,-0.4107081858547993,-0.3462526643625567,-1.4869617700390536,0.08240144790672588,1.0986194153898252,0.7536561395101181,0.21747269383358442,1.3474817555494898,-0.6939024670960902,-1.083435965479231,-0.28459963921734494,0.1478799563564873,-0.49512932060880693,-0.1936401990834579,0.7707806897479521,-0.7810317882015907,-0.21326082139205726,-0.416503625498111,0.9153628803086614,0.04852664968885771,-0.6999235905201917,-0.3799360205713421,0.7451801021835686,-0.4422522301235046,0.8324049775874626,0.3207725558126038,-0.34391996057294744,-0.28036128432721685,0.3189786115137842,-0.08086925076251107,-0.19684238043080787,0.1455894545492105,0.08733563307003676,-0.18250489125640515,0.18531252203697757,-0.21881332508353013,0.1306935592168214,-0.3205460066183154,-0.3642771054516758,0.07895574821365554,-0.20353538778214686,0.17995324604019935,0.3907875103272413,0.08096430172219116,-0.09839424382289311,-0.17087797603184404,-0.15900100522189514,0.16461323728745908,-0.08724547883307043,-0.01633175563758691,-0.09200191801803359,0.1444646281058647,-0.09257246467028753,-0.0804766186192139,-0.08602529288404304,0.016905540276128287,0.03406090440506085,0.01667206604958197,0.0705870924473126,0.09426749271011951,-0.05696216881888389,-0.005798464918050352,-0.041539198132758845,0.015676882056814063,-0.08554825094358115,0.02467490814528883,-0.09118195972301706,0.06840737882834856,0.029553327213315304,-0.0010695866272081424,0.023188864034011623,-0.044869216991733185,0.0009885422352729908,-0.00036288145571060457,0.012041864062176846,0.007998815021524506,-0.0009303919137527632
CNRM-ESM2-1,ssp434,-4.72675645378615,-3.378659146266005,0.5320698391556884,0.1624611307737686,1.3400316133089984,1.793346047545378,-0.3265852032343361,-0.31751869172964586,0.501666267850535,-1.396068717707429,0.31018874010911174,-0.5860822111492535,-0.699280644785925,0.08275091799614182,3.1061380512454124,0.1390854545020478,-0.8189005328899271,-0.4560969475255446,0.5635944735452469,-0.3258207957114517,0.04509296790251323,0.9393486786351751,-0.7149591400429246,0.20175483031670874,-0.6830397614684458,-0.633358112552909,0.7315227315832886,-0.4996797631710196,0.027359498873731312,-0.5005714761859622,-0.4965569596090354,0.1493598976850745,0.23578156904875822,0.33572309333920175,-0.5206306789354673,-0.02240889694895028,-0.03551391310060313,-0.23448849162116078,-0.14682357957473685,0.08131748919974242,-0.1800229362072977,0.27545777497343127,0.18013478686418397,0.054185489835041775,-0.16705158789484773,0.12285704285015864,0.04716256027749901,0.011024927197684347,0.009709178769578816,-0.060135195927443916,0.25574870438972586,0.09194590891980994,0.19057742339142936,0.0994049298591111,0.033189782113633166,0.10477172257774511,0.16332420737054587,-0.18449123539715112,-0.17392069012585282,0.11542921836347245,0.0010064856457774813,0.1367670240380773,-0.08801022145513514,-0.10552312054652571,0.027651165097010343,0.08672988170470461,-0.09845374823196629,-0.017569985694101158,0.006848752836976042,-0.014854431721760479,-0.0026367987314742545,0.05689991304839917,-0.06342041890336916,-0.06153908225143017,0.020592340665950747,-0.04665526543091519,0.003839812353078807,-0.016461801734427666,0.028501554043251394,0.016574557687918767,-0.002479331661486795,-0.01003419419172526,0.005237642644781576,0.005631631556735264
CNRM-ESM2-1,ssp585,4.924622802341355,-4.494387304088352,1.9534417960440287,0.6150950488564482,0.16153836428798207,2.824126674302942,-2.2110971724887287,1.0413821132510757,0.05204059062923115,-1.9042895740387853,1.4387548087942086,-0.06866018313567458,0.5247604326684598,-0.7330559488665903,0.7684347612415069,0.7335055221980092,0.6493029178466476,0.7164707034981752,0.8912263172221527,2.0077592102920563,1.1493089705261474,0.6317799039966324,-0.08247940513734216,0.7718915334168388,0.6603748713474701,0.7923783390823094,-0.2357539168663932,0.2922049582831501,-0.05710668104090525,0.2624098066609093,-0.2620399403336502,-0.24516918080242583,-0.47113200106351893,-0.20135841125676068,0.08553830097679822,-0.20716671857066582,0.2952686138486594,-0.2376376038215871,0.3276989853687625,0.2809869680932712,0.08990371109868399,0.1969071300593831,0.10906064381527955,-0.07958141395455352,0.3231425248616365,0.2151163729995631,0.2615349121393409,-0.12067276020579873,0.11012646590355023,0.005519279920042937,0.0365850246482763,0.2640594199280345,0.20856768005516738,-0.010169930314290653,0.12265500407975158,0.04108496492694113,-0.2562985718088268,0.11790976025774805,0.10456933708356372,0.2523525937467043,0.10560983168528107,-0.20988753023733658,0.07356867696821522,0.014662458459369932,-0.06990398559856419,0.09691580454187892,0.07104911017291289,0.08697283101282546,0.012724476225651513,0.019400992527025495,0.04610936575556764,0.0530462970321234,-0.022662076600397506,0.00991360239460793,0.02806406843442643,0.038549684550588534,0.006578419764615925,0.031205945828517444,-0.013882232576094637,0.005527246474052645,0.004290118261723193,0.012276123677793276,0.015188251758373775,0.019968879052272175
CanESM5,ssp119,-5.427814502128909,2.848293761471412,-0.07988059851742733,-3.128506715775104,2.754859289903658,0.6999105990516857,-0.405620237123621,0.0436747327050079,-1.2301446059964856,-0.7806723167936063,0.6899170961555153,0.6300885978755817,1.3803714513245644,-1.217133850910779,-2.0841073908683185,0.49045918570458963,-0.3632890683133827,-0.3716689939038067,-0.06157245191404301,0.5764807570652186,0.8867535052219713,-0.3773013921620489,0.4942980974830906,0.9142115271624388,-0.2341928757764723,0.916834377127013,0.8615907968569403,0.08062161936210892,0.21130883579801388,-0.5044152222374626,0.1170586640749484,-0.6304476594563251,-0.6025815491170368,-0.5954941498933336,-0.047794955740934404,-0.08412397565840356,-0.07327321273202829,0.27323526473555587,0.5462943540174491,-0.5432570883832066,0.1982519257049032,-0.025925296889900175,0.1340262167034532,-0.0033611536326155255,0.2750415868727787,-0.42942543019656465,-0.3436889754922371,0.23344896256289163,0.2102405080663046,0.23920598217496394,-0.204416396856052,-0.16677689001366353,-0.1039181312977429,0.006320116115015005,0.007803055414149276,-0.16129175535973408,0.05708081012526705,-0.08854411415802069,-0.09608690183249312,-0.07464770963388606,0.14258477832825706,0.03727088575235818,-0.0627641168981663,-0.18244347915384182,-0.029198571189632153,0.006193513925277894,0.005200729645694567,0.07607173529534561,-0.06142987826985644,-0.008114980489731574,-0.03168893230161083,-0.0198376490628489,-0.04352239518535616,-0.01902651138732406,0.011287193154905444,-0.046387425421726955,-0.02534802401527277,0.025025391530975525,0.0195802545990343,-0.014888443074035604,0.0026381850242192446,-0.003706321364239125,0.009026120479689322,-0.01285634675230197
CanESM5,ssp126,-1.8370834275242438,2.400497023216909,-2.231065999217783,-1.1001362471201703,1.8083906447072908,-0.5399764848346358,-0.07954603938544352,-1.271574792235974,-0.2621122602297104,-2.5681493632153227,0.660019168519433,-1.0492245223968448,-0.6561074528623246,0.727103368076722,0.3099058524155974,-0.14810966261447303,1.337669549181841,0.1607833920567557,0.6868771050444862,-1.2528865818821004,0.7529239103712132,0.04478814038691889,0.5815532361745721,0.9709075836913635,1.1763311463393205,-0.7868002503552362,-0.1575517310767975,-0.6227782030791226,-0.42842059489585943,0.9396425264254419,0.796964939509951,0.05086577739995566,0.8034188818007294,0.2242217754398196,-0.1316817979541551,-0.33352356816067563,0.1393357905429262,-0.13675826319691223,0.5327936965673915,-0.3816780932407365,0.3162147978745982,0.06567737807046287,0.18837793482466703,-0.13404261988466662,-0.14353125928812074,-0.246011483630665,-0.21589504436653267,-0.17447177044675494,-0.013538677024901016,0.20487295408993458,-0.05928705619253425,-0.14781389989387125,0.2124153773136291,-0.14935596154512068,-0.14912561384094614,-0.033271939166371015,0.126746947724179,-0.1329784526476719,0.0359899306436407,0.21071671586705454,0.043298182797538186,-0.05883722620734287,0.0015666314794686347,0.1755637452128616,0.06070009819949132,-0.07652473126322791,-0.02760619186313904,-0.00960955375336318,-0.05006128452190878,0.04696330042786502,-0.00835268761152205,-0.016074931624268055,0.02614784950692148,0.0681562357279667,0.004440892597519643,-0.03218753718714474,-0.0482055322392558,-0.009128993579928898,0.014016577878157339,-0.003955908233499851,0.006364851211660186,0.011977967155660983,0.006143454797072724,0.013874791140319673
